Biz name	Address	Phone	Email	Website
Mi Pueblo Taqueria	208 Sir Francis Drake Boulevard San Anselmo, CA 94960	(415) 460-1027	nsahagun@taqueriamipueblo.com	http://www.yelp.com/biz/taqueria-mi-pueblo-san-...
Micayla Birondo, LMFT	2176 Ashby Avenue Berkeley, CA 94705	(925) 255-5136	lmft.micayla.birondo@gmail.com	http://www.npidb.org/doctors/behavioral_health/...
Micheline Mindful Healer	2604 Etna Street Berkeley, CA 94704	(510) 843-9851	mbogey16@yahoo.com	http://www.michelinemindfulhealer.com
Mid Century Marin	72 Park Road Fairfax, CA 94930		Sheila@midcenturymarin.com	http://www.midcenturymarin.com
Miranda's Janitorial Services	240 Woolsey Street San Francisco, CA 94134	(415) 330-0753	miranda.roxana@gmail.com	http://www.yelp.com/biz/mirandas-janitorial-ser...
Mirella Cosmetics			monica@mirellacosmetics.com	http://www.mirellacosmetics.com
Misha's Spa Vitale	P.O. Box 2562 Mill Valley, CA 94942	(415) 254-6000	spavitale@yahoo.com	http://www.mishaspavitale.com
Mister Organized	100 Valmar Terrace, San Francisco, CA, United States		tosco.sf@gmail.com	http://www.MisterOrganized.com
Mixcoatl Arts and Crafts	3201 24th Street San Francisco, CA 94110	(415) 341-4191	mixconnie@yahoo.com	http://www.yelp.com/biz/mixcoatl-arts-and-craft...
Miyako's Ice Cream Parlor		(415) 931-5260		http://www.yelp.com/biz/miyako-old-fashioned-ic...
MJ Art			mj@mijungart.com	http://www.mijungart.com/ARTIST.html
Mochi Massage Services	582 market street San Francisco, CA	(925) 322-0573	mochicreative@gmail.com	http://www.mochimassage.com
Mom and Daughter's Chair and Table Rentals	2390 Mission Street San Francisco, CA 94110	(415) 756-3971	sfmomchairs@yahoo.com	http://www.momchairs.com
Momo's Paper Arts	PO Box 20841 Oakland, CA 94620-0841	(510) 436-5602	momo@koumbite.net	http://www.momospaperarts.com
Morphic	660 Market Street #226 San Francisco, CA 94104	(415) 789-6682	info@morphicbeauty.com	http://www.houseofmorphic.com
Moxie Shoes	1383 Rose st. Berkeley, CA 94702	(415) 812-4199	holly@moxieshoes.com	http://www.moxieshoes.com
Multi Business Solutions	275 Fifth Street #202 San Francisco, CA 94103	(415) 348-6270	webinfo@multibusinesssolutions.net	http://www.multibusinesssolutions.net
Multiple Threads	1820 Solano Avenue Berkeley, CA 94707	(415) 451-4945	austendesigns@yahoo.com	http://www.multiplethreads.org/store.html
Musa	East Palo Alto, CA	(650) 537-8931	shon_19@hotmail.com	
Muscle Movement Therapy	6355 Telegraph Avenue Suite 208, Oakland, CA, United States		mm@massagetherapy.com	
Musik Maniak Promotions & Publicity	1570 Golden Gate Avenue #1 San Francisco, CA 94115	(415) 409-0209	musikmaniakpromo@gmail.com	
My Jungle Math	P.O. Box 725 Woodacre, CA 97973	(415) 488-1457	dorothycox707@gmail.com	http://www.myjunglemath.com
My Majestic Maids	1351 Sangamore Street Hayward, CA 94545	(510) 566-3757	maricruz@mymajesticmaids.com	http://www.majesticmaidsonline.com/
My Mapbook	Mill Valley, CA	(949) 544-1203	info@mymapbook.com	http://www.freemapbook.com
Mysore San Francisco	845 Hyde St San Francisco, CA 94109	(415) 748-9981	magnoliakitty@yahoo.com	http://www.mysoresf.com
Nagata Dance	85 Castlemont Ave. Daly city, CA 94015	(650) 346-5592	nagatanewyork@yahoo.com	http://www.nagatadance.com
Nails by Yaquesita	,		studioyaquesitas@gmail.com	http://www.yelp.com/biz/yaquesitas-nails-studio...
Nails by Yaquesita	1663 Mission St San Francisco, CA 94103	(415) 745-4040	studioyaquesitas@gmail.com	http://www.yelp.com/biz/yaquesitas-nails-studio...
Nana's All Natural Foods	116 Temelec Circle Sonoma, CA 95476	(415) 608-7843	laddnancy@gmail.com	http://www.nanasallnatural.com
Nancy Mae ~ Life Transitions Coach & Energy Practitioner	San Francisco Bay Area + Worldwide	510-883-3180	Nancy@Nancy-Mae.com	http://www.Nancy-Mae.com
Nancy Rothstein Photography	535 Athol Avenue Oakland, CA 94606	(510) 338-4907	nancy@nancyrothstein.com	http://www.nancyrothstein.com
Nata's Live Wedding Painting	2751 Laguna St. San Francisco, CA 94123	(415) 972-9637	nataliya.tyaglo@gmail.com	http://www.nataliyatyaglo.com/wedding-live-pain...
Naughty Monk Art by Jane	4701 San Leandro Avenue Oakland, CA 94601	(314) 348-2271	naughtymonk@me.com	http://www.funkemonk.com
Nelly's Housekeeping	58 Reardon Road San Francisco, CA 94124	(415) 368-9805		
Newgrowth Landscape	1824 57th Avenue Oakland, CA 94621	(510) 376-0260	silinfamily@sbcglobal.net	http://www.newgrowthlandscape.net
Nibbi Brothers General Contractors	1000 Brannan Street #102 San Francisco, CA 94103	(415) 863-1820	info@nibbi.com	http://www.nibbi.com
Nibby Press			sarajsilva@gmail.com	http://www.nibbypress.com
Nibnaks	Palo Alto, CA	(650) 996-3614	hello@nibnaks.com	http://www.nibnaks.com
Nicacelly	400 Chapman Street San Francisco, CA 94110	(415) 336-6189	nicacelly@gmail.com	http://www.nicacelly.com
Nicarito Art	260 Bryant Common #202 Fremont, CA 94539	(510) 656-1519	nicaritoart@gmail.com	http://www.nicaritoart.com
Nina Ross Glam Boutique	San Francisco, CA	(415) 879-6636	kristinamartin1@yahoo.com	
Nita Winter Photography	65 Park Circle Marin, CA 94965	(415) 339-1310	nita@nitawinter.com	http://www.nitawinter.com
NLP Re-Patterning San Franciaco	275 5th Street #302 San Francisco, CA 94103	(510) 290-0881	cinthiadennis@gmail.com	http://www.cinthiadennis.com
Nomad		(415) 726-8827	nomadbottle@gmail.com	http://www.collapsiblebottlesales.com
NOMAglass	2946 MacArthur Blvd Oakland, CA	(510) 226-9293	michael@nomaglass.com	http://www.nomaglass.com/
NorCal Glide	San Francisco, CA	(415) 497-1424	cynthia@norcalglide.com	http://www.norcalglide.com
Nova Rosti	3095 Kerner Blvd, Suite A San Rafael, CA 94901	(415) 488-1149	klhaw@aol.com	http://www.novarosti.com/
Noyes Works	450 Duboce Ave San Francisco, CA 94114	(415) 713-4155	ms.noyes@gmail.com	http://www.noyes-works.com
Nuri's Kitchen	San Francisco, CA	(415) 845-7953	orders@nuriskitchen.com	http://www.nuriskitchen.com
Nurturing Spa for Wellness	1929 Lombard ST. San Francisco, CA 94123	(412) 567-3287	nurturingspaforwellness@yahoo.com	http://www.yelp.com/biz/nurturing-spa-for-welln...
Nutrition to You Chef Hope	25 Washington Street Daly City, CA 94014	(415) 722-3621	hopeallison7@gmail.com	http://www.nutritiontoyouchefhope.com/
O'Lover Hats	477 25th Streey Oakland, CA 94612	(510) 912-5763	elwyn@oloverhats.com	http://www.oloverhats.com
Oaktown Indie Mayhem Pro Entertainment Production	3241 Adeline Street Oakland, CA 94608	(510) 302-5423	s2@oaktownindiemayhem.com	http://www.oaktowmindiemayhem.com
OCD: Operator Cross Disciplinary	93 Mullen Ave San Francisco, CA 94110	(917) 748-9582	ashley@op-er-a-tor.com	http://www.op-er-a-tor.com/
Office Of Cheryl Barton	146 Eleventh Street San Francisco, CA 94103	(415) 551-0090	INFO@TOOCB.COM	http://www.toocb.com
Ohana Bakeshop			ariwata@hotmail.com	http://www.facebook.com/OhanaBakeShop
Old Skool Cafe	1429 Mendell Street San Francisco, CA 94124	(415) 822-8531	teresa@oldskoolcafe.org	http://www.oldskoolcafe.org
On the Spot Massage LLC	2430-9th street suite A Berkeley, CA 94710	(510) 387-7494	shoshana@onthespotmassage.com	http://www.onthespotmassage.com/
On Wellness Clinic	211 Sutter St. #502 San Francisco, CA 94108	(415) 508-5908	showing@onwellnessclinic.com	http://www.onwellnessclinic.com
One Big Man One Big Truck	401 Terry A Francois Boulevard #126 San Francisco, CA 94158	(415) 777-3250	fred@onebigman.com	http://www.onebigman.com
One Flea Circus			onefleacircus@gmail.com	http://www.onefleacircus.com/
Optimum Realty		(415) 594-0041	mgees@aol.com	http://www.brokercloud.org/optimum-realty-san-f...
Organic Interiors Staging & Decor	1020 1/2 Alabama Street San Francisco, CA 94110	(415) 298-9201	terriweist@gmail.com	http://www.terri_weist.houzz.com/
Organization Guru,Simmi	6218 Brookside Avenue Oakland, CA 94618	(510) 653-1137	lorganizationguru@gmail.com	http://www.facebook.com/yourorganizationguru
Osbelia's Hair Salon	3913 Mission Street San Francisco, CA 94112	(650) 754-3296	osbeliashairsalon@yahoo.com	http://www.facebook.com/pages/Osbelias-Hair-Sal...
Outside the Bottle			winedonahoe@gmail.com	http://www.otbottle.com/
Owner	200 Gate 5 Road, Sausalito, CA, United States	415-666-2257	sami@croissami.com	http://www.croissami.com
Oxgut Hose	4512-A Hollis St Emeryville, CA 94608	(510) 566-3448	laurale.wunsch@mac.com	http://www.oxgut.com
P.A.C.E (People Are Created Equal) Clothing	San Francisco, CA			http://www.paceclothing.bigcartel.com
Pacific Tarot	434 66th Street Oakland, CA 94609	(510) 987-6032	reginamouton@gmail.com	
Pancake and Franks	2517 Mission Street No. 9 San Francisco, CA 94110	(415) 500-2473	stacypancake@gmail.com	http://www.pancakeandfranks.com/
Paparazzi Beauty Bar	6007 Foothill Blvd Oakland, CA 94605	(510) 472-8526	franklincrystal@ymail.com	http://www.facebook.com/PaparazziBeautyBar
Paper Jam Press	San Francisco, CA		info@paperjampress.com	http://www.paperjampress.com
Paradise Flowers and Gifts	3720 Florence Street Redwood City, CA 94063	(650) 368-3228		http://www.paradiseflowersandgifts.net
Pearl Moon	814 York Street Oakland, CA 94610	(510) 759-3598	jennifer@pearlmoon.us	http://www.pearlmooncollective.com
Peas of Mind	2339 Third Street #53-3R San Francisco, CA 94131	(415) 504-2556	jill@peasofmind.com	http://www.peasofmind.com
Pedal Express	1501 Powell Street #A Emeryville, CA 94608	(510) 843-7339		http://www.pedalexpress.com
Pedal Inn	1259 Hampshire Street San Francisco, CA 94110	(415) 890-6910	nick@pedalinn.com	http://www.pedalinn.com
Peninsula Party Rentals	740 Sierra Vista Avenue #H Mountain View, CA 94043	(650) 964-4045	Info@peninsulaparty.com	http://www.peninsulaparty.com
Perry's Catering	5170 White  Oak Ct. Concord, CA 94521	(925) 435-9867	stephaniecperry@yahoo.com	http://www.perryscatering.com
Petit Collage	925 Guerrero Street #C San Francisco, CA 94110	(415) 839-8299		http://www.petitcollage.com
Petra O.	San Francisco, CA	(858) 345-7179	iampetrao@gmail.com	http://www.petra-o.com
Pharmacognosy Consulting	35 Miller Avenue #107 Mill Valley, CA 94941	(415) 389-0809	marilyn@pharmacognosy.com	http://www.pharmacognosy.com
Photo Studio En Casa	2960 Palo Verde Way Antioch, CA 94509	(925) 234-6199	alicia@photostudioencasa.com	http://www.photostudioencasa.com/
Piano Games Music Studio	10026 Orange Ave. Cupertino, CA 95014	(650) 861-0060	clarachenmusiced@yahoo.com	http://www.facebook.com/pages/Lets-Play-Piano-G...
Pietisserie	252 International Blvd Oakland, CA 94605	(415) 999-1446	pietisserie@gmail.com	http://www.pietisserie.com/
Pin Hole Coffee	231 Cortland Ave San Francisco, CA 94110		joellen@pinholecoffee.com	http://www.pinholecoffee.com
Pin-Up Cosmetics	3665 Mission St. San Francisco, CA 94110	(415) 568-6765	envienaturalssf@gmail.com	http://www.pinupcosmetics.net
Pink Bunny	1772 Union Street San Francisco, CA 94123	(415) 488-0572	Serenemartinez@ymail.com	http://www.pink-bunny.myshopify.com/
Pinkie's Bakery	1196 Folsom Street San Francisco, CA 94103	(415) 777-8654	cheryl@pinkiesbakerysf.com	http://www.pinkiesbakerysf.com
Planner4Hire	917 San Anselmo Ave san Anselmo, CA 94960	(415) 342-1477	siobhan@planner4hire.com	http://www.planner4hire.com/
Playful Chef Toys	San Francisco, CA	(415) 310-9742		http://www.playfulchef.com
Pleasure Galaxie	407 Lyon Street San Francisco, CA 94117	(888) 378-8630		http://www.pleasuregalaxie.com
Pleiades	100 Skyline Plaza #201 Daly City, CA 94015	(650) 758-3658		http://www.pleiadesinc.com
Por Vida Decor	2314 Ivy drive Oakland, CA 94606	(510) 625-1169	chandra@porvidadecor.com	http://www.facebook.com/casaporvida
Potrero14	Los Gatos, CA	(408) 384-8014	bob@potrero14.com	http://www.imagetribe.com/potrero
Power MD	206 Bon Air Center Greenbrae, CA 94904	(415) 785-7995		http://www.powermd.com
Preserved	4200 Piedmont Ave Oakland, CA		evecchia@gmail.com	http://www.indiegogo.com/projects/preserved-diy...
Presidio Builders	1485 Bay Shore Boulevard #182 San Francisco, CA 94124	(415) 508-9727	presidiobuilders@live.com	http://www.presidiobuilders.vpweb.com
Pretty Please Bakeshop	291 3rd Avenue San Francisco, CA 94118	(415) 902-8280	alison@twofortwocakes.com	http://www.prettypleasesf.com
Pretty Pretty Collective	3290 22nd Street San Francisco, CA 94110	(415) 282-2002	ThePrettyPrettyCollective@gmail.com	http://www.theprettyprettycollective.com
Prim'd Marketing	38 Miller Avenue, Mill Valley, CA, United States	415 483 5823	sophie@primd.com	http://www.primd.com/#home-1
Prim'd Marketing	38 Miller Avenue, Suite #19	415 483 5823	sophie@primd.com	http://www.primd.com/#home-1
Princes Beauty Salon	6290 Mission Street Daly City, CA 94014	(650) 992-8190	princesprincess.moreno@gmail.com	http://www.princessbeautysalon.net
Proficient Tax Preparation, LLC	676 Bockman Rd San Lorenzo, CA 94580	(925) 373-1328	pro1tax@gmail.com	http://www.prep.1040.com/protaxprep/
Pronto Wrapz	740 Sierra Vista Avenue #F Mountain View, CA 94043	(650) 417-4848	vinyl@prontowrapz.com	http://www.prontowrapz.com
PRP Janitorial Group		(415) 867-6173	prpjanitorialgroup2@gmail.com	http://www.prpjanitorialgroup.com
Pulpworks	1115 Third Street #2 San Rafael, CA 94901	(415) 412-0236	ptasner@pulpworksinc.com	http://www.pulpworksinc.com
Pure Earth Beauty	Post Office Box 150435 San Rafael, CA 94915	(415) 299-2554		http://www.pureearthbeauty.com
Pyramind	880 Folsom Street San Francisco, CA 94103	(415) 896-9800	info@pyramind.com	http://www.pyramind.com
Qualified Athletes	Post Office Box 50519 Palo Alto, CA 94303	(510) 541-7736	info@qualifiedathletes.org	http://www.qualifiedathletes.org
Queen's Louisiana Po-Boy Caf	3030 San Bruno Avenue San Francisco, CA 94134	(415) 656-0711	queenlapoyboys@yahoo.com	http://www.queenslouisianapoboy.com
Queso and Cheese Digital Marketing	1500 Shadowridge Dr Vista, CA 92081		garyasanchez@gmail.com	http://www.quesoandcheese.com
R&I Glassworks	1325-B Evans Avenue San Francisco, CA 94124	(650) 488-7186	info@riglassworks.net	http://www.riglassworks.net
Rachel Marcus Personal Training	731 Bryant St San Francisco, CA 94107	(914) 260-1998	rachel.s.marcus@gmail.com	http://www.rmarcusfitness.com
Radio Africa	4800 Third Street San Francisco, CA 94110	(415) 826-9660	radioafricak@yahoo.com	http://www.radioafricakitchen.com
RAE CHO	3400 Powers  Road Sebastopol, CA 95472	(541) 270-6245	nyhusresearch@gmail.com	http://www.facebook.com/pages/Rae-Cho/375048062...
Rainbow World Family child care	19   30th Street  San Francisco, CA 94110	(415) 826-5238	bertamondoy@comcast.net	http://www.rainbowworldfcc.com/index.php/contac...
Raissa Bump Jewelry	2441 Balboa St San Francisco, CA 94121	(415) 407-2154	raissa@raissabump.com	http://www.raissabump.com
Rasco Residential Care Home	601 Capitol Avenue San Francisco, CA 94112	(415) 841-9159		
Reading Ready Wizards	PO Box 21168 San Jose, CA 95151	(408) 528-8097	lncb2@yahoo.com	
Reb Peters Press	968 37th Street Oakland, CA 94608	(415) 202-3902	rebecca.glues@gmail.com	http://www.rebpeterspress.com
Rebecca Jean Catering	1643 Jerrold Ave.  San Francisco, CA 94124	(415) 314-7817	bebopbecca@gmail.com	http://www.rebeccajeancatering.com
Rebeka's Hair Design	2197 B Railroad Ave Pittsburg, CA 94565	(925) 639-8237	rebekamata@live.com	http://www.yelp.com/biz/rebekas-hair-design-pit...
Rebma Elyk Skincare	3250 Sunnybrook Court Hayward, CA 94541	(925) 864-1194	andrea@rebmaelyk.com	http://www.rebmaelyk.com
Red Hill Station	803 Cortland Avenue San Francisco, CA 94110	(415) 757-0480		http://www.redhillstation.com
Red Oak Web Design	San Francisco, CA	(415) 484-9322	ronen@redoakweb.com	http://www.redoakweb.com
Reem's	2948 Folsom St, San Francisco, CA 94110, United States	(510) 717-1011	lilac939@gmail.com	http://www.reemsbakery.com
Reiki Center of the East Bay	1223 61st Street Oakland, CA 94608	(510) 653-9884	info@reikicentereastbay.com	http://www.reikicentereastbay.com
Reina's cleaning service	50 Reardon Rd San Francisco, CA 94124	(415) 368-6244	ssuper_nice@hotmail.com	http://www.yelp.com/biz/reinas-cleaning-service...
RENAissance WoMan Productions	7651 Isabel Drive, Cotati, CA, United States	415-886-7362	renanicole@ymail.com	http://renaissancewoman.org
RENAissance WoMan,Rena Nicole	1808 Eagle Ave Alameda, CA 94501	(510) 695-6967	renanicole@ymail.com	http://www.renanicole.com
Renascene Magazine			courtneyparham@gmail.com	http://www.renaissancemensa.blogspot.com/
Renoir Staffing	1301 Marina Village Parkway #350 Alameda, CA 94501	(866) 672-3709		http://www.renoirstaffing.com
Restaurante El Coronel	1015 Gravenstein Hwy S Sebastopol, CA 95472	(707) 528-6693		http://www.elcoronelrestaurante.com
Restaurante Los Pinos	2019 North Pacific Avenue Santa Cruz, CA 95060	(831) 425-2554		http://www.lospinosrestaurante.com/
Results Coaching Alliance	1872 Soldier Mountain Court Antioch, CA 94531	(510) 543-6774	dariav@sbcglobal.net	http://www.facebook.com/ResultsCoachingAlliance...
Revere Academy of Jewelry Art	785 Market Street #900 San Francisco, CA 94103	(415) 391-4197	info@revereacademy.com	http://www.revereacademy.com
Revere Glass	1345 Eighth Street Berkeley, CA 94710	(510) 237-3473		http://www.revereglass.com
Revere Glass: Glass Blowing School and Gallery	1345 8th St Berkeley, CA 94710	(510) 233-3473	rita@revereglass.com	http://www.evereglass.com/
Reyes Cleaning	58 Reardon Road San Francisco, CA 94124	(415) 368-8575		
Reynald Carpet Cleaning	171 5th Avenue #203 Redwood City, CA 94063	(650) 521-6953	contact.us@reynaldocarpet.com	http://www.reynaldocarpet.com
Rhina Moran Insurance Agency	1485 Enea Court #1330 Concord, CA 94520	(925) 948-5276	rhinaminsurance@yahoo.com	http://www.facebook.com/pages/Rhina-Moran-Insur...
Rhizome Urban Garden Cooperative	16 Sherman St San Francisco, CA 94103	(415) 724-2615	ashakai@riseup.net	http://www.yelp.com/biz/rhizome-urban-gardens-s...
Rice Paper Scissors	1710 Mission Street San Francisco, CA 94103	(415) 878-6657	hello@ricepaperscissors.com	http://www.ricepaperscissors.com
Ricebles	90 Upper Toyon Drive, Kentfield, CA 94904, United States	(415) 937-8101	noushin@ricebles.com	http://www.ricebles.com
Rilla	5670 Telegraph Avenue, Oakland, CA 94609	913-314-1566	rillasf@gmail.com	http://rillastore.com
Ripple Effect Personal Organizing	2438 Frances Street Oakland, CA 94601	(510) 703-1093	rippleeffectorganizing@gmail.com	http://www.rippleeffectorganizing.com
Rising Star Productions	464 - 42nd St Oakland, CA 94609	(415) 608-3207	info@rising-star.net	http://www.facebook.com/pages/Rising-Star-Produ...
Rocksteady Jewelry	El Sobrante, CA	(415) 609-1806	info@rocksteadyjewelry.com	http://www.rocksteadyjewelry.com
Rocksteady Jewerly	1592 Union Street San Francisco, CA 94123	(415) 609-1806	bie@rocksteadyjewelry.com	http://www.rocksteadyjewelry.com
Romantasy	2912 Diamond Street #239 San Francisco, CA 94131	(415) 587-3863		http://www.romantasyweb.com
Rooted and Rising: College, Career, and Academic Consulting	6855 Telegraph Ave Oakland, CA 94609	(510) 978-8007	ninafrancis_2000@yahoo.com	http://www.rrccc.org
Rose Garden Nursery	2040 Petalmua Blvd North Petaluma, CA 94952	(707) 695-0195	LRivera949@aol.com	http://www.yelp.com/biz/rose-garden-nursery-pet...
Rosewater Cooking		(510) 649-3039	rosieueng@gmail.com	http://www.rosewatercooking.com/
Round World Productions	2520 San Jose Ave Alameda, CA 94501	(415) 724-1511	roundworldproductions@gmail.com	http://www.roundworldproductions.com/
Royal Nonesuch Gallery	4231 Telegraph Avenue Oakland, CA 94609	(415) 652-1623	royalnonesuchgallery@gmail.com	http://www.royalnonesuchgallery.com
Rozwell Clothing & Accessories	1502 Alice Street Oakland, CA 94612	(619) 792-5095	irozwell@gmail.com	http://www.rozwellclothing.com
Ruby's Great Grains			breakfastbyruby@gmail.com	http://www.breakfastbyruby.wordpress.com
Rubymoon Healing Arts	1267 Lakeside Dr. Sunnyvale, CA 94085	(650) 315-7198	rubymoonhealingarts@gmail.com	http://www.rubymoonhealingarts.com/
Ruchi Indian Cuisine	474 3rd Street San Francisco, CA 94107	(415) 999-8196	info@ruchisf.com	http://www.ruchisf.com
Rue Atelier	2981 College Avenue Berkeley, CA 94705	(510) 845-6800	barbara@rueatelier.com	http://www.rueatelier.com
Run it Back Media	PO Box 7066 San Pablo, CA 94806	(214) 460-3726	abruceinc@gmail.com	http://www.runitbackmedia.com
Rusty's Southern BBQ	750 Ellis Street San Francisco, CA 94109	(415) 638-6974	rusty@afternight.org	http://www.rustyssf.com/
RXOUSA	50 Mendell Street, Building 9 San Francisco, CA 94124	(415) 282-1795	rachel@rxousa.com	http://www.rxousa.com/
Ryan Bebonville Knitwear	San Francisco, CA		ryan.debonville@gmail.com	http://www.facebook.com/pages/Ryan-DeBonville-K...
Sacred Power Jewelry	144 Filbert Ave Sausalito, CA 94965	(415) 332-1049	ainecarlisle@hotmail.com	http://www.facebook.com/pages/Sacred-Power-Jewe...
Sacred Water Healing Arts,Oracle online	PO Box 228 Kilauea, HI 95764	(808) 651-0558	oceanmalove@yahoo.com	http://www.sacredwaterskauai.com/
Saints and Olive	610 Webster St San Francisco, CA 94117	(415) 359-4383	saintandolive@gmail.com	http://www.saintandolive.com
Sajen	San Francisco, CA	(415) 264-1835	morsinah@sajenjamu.com	http://www.thesajenstore.com
Sakhura Haru Jewelry Design	55 Page St. #426 San Francisco, CA 94102		sakuraharujewelry@gmail.com	http://www.sakuraharujewelry.com/
Sal de Vida Gourment	2948 Folsom Street San Francisco, CA 94110	(415) 566-4564	adriana@saldevidagourmet.com	http://www.saldevidagourmet.com
Salazar Architects	2325 Third Street #322 San Francisco, CA 94107	(510) 710-8008	info@salazarch.com	http://www.salazarch.com
Sally Robb Haims Public Relations	770 California St Suite 408 San Francisco, CA 94108	(415) 254-5884	sally@sallypr.com	http://www.srhpr.com/
Salon for Arts		(510) 383-0717	salonforarts@gmail.com	http://www.salonforarts.com/about-salon-for-arts/
Salsa Delfina		(760) 583-6693	robinmknight@gmail.com; SalsaDelfina@gmail.com	http://www.salsadelfina.blog.com
Salt and Honey Catering	San Francisco, CA	(415) 702-0894	info@saltandhoneycatering.com	http://www.saltandhoneycatering.com
Salty Sweets	San Francisco, CA		eatsaltysweet@gmail.com	http://www.eatsaltysweet.com
Sam Jordan's Bar and Grill	4004 Third Street San Francisco, CA 94124	(415) 824-0155	samjordansbar@yahoo.com	http://www.samjordansbarandgrill.com
San Dei Jun Publishing	P.O. Box 221383 Sacramento, CA 95822		deirdre@sandeijun.com	http://www.sandeijun.com
San Francisco Hat Company	Post Office Box 1817 San Leandro, CA 94577	(510) 352-7600		http://www.sfhat.com
San Francisco Institute of Esthetics & Cosmetology	1067 Folsom Street #200 San Francisco, CA 94103	(415) 355-1734	admissions@sanfranciscoinstitute.com	http://www.sfiec.edu
SandPlay Dementia		(510) 529-1500	sandi@sandplaydementia.com	http://www.sandplaydementia.com/sandplay-dement...
Sarah Cross Photography,Sarabek Images	820 E 21st Street Oakland, CA 94606	(314) 795-2639	info@sarabekimages.com	http://www.sarabekimages.com
Sarasvati Consulting	,	(415) 216-7625	soleilcoach@gmail.com	http://www.soleilcoach.com/
Sasha Maks Vintage	San Francisco, CA		info@sashamaksvintage.com	http://www.sashamaksvintage.com
Satellite Republic	601 22nd Street San Francisco, CA 94107	(215) 964-3548	boris@borisportnoy.com	http://www.satellite-republic.com
Satori Movement	1551 Nursery Way #A McKinleyville, CA 95519	(707) 839-4399	info@highgradedistribution.com	http://www.satorimovement.com
Scarlett Smith		(415) 940-3261	amandascarlettsmith@gmail.com	http://www.scarlett-smith.com/pages/about-us
Schmidt's	2400 Folsom street San Francisco, CA 94110	(415) 401-0200		http://www.schmidts-sf.com
Scorpion Sisters	7 Pacific Bay Circle San Francisco, CA 94066	(415) 699-4958	margarita625@yahoo.com	http://www.scorpionsisters.com
Scott Nissenbaum Chiropractic	1091 Industrial Road Suite 160 San Carlos, CA 95070	(650) 226-8348	scott@drniss.com	http://www.drniss.com/
Scout Sustainable Design	411 Capp St.  San Francisco, CA 94110	(415) 260-5817	jolene.enns@gmail.com	http://www.yelp.com/biz/scout-sustainable-desig...
Sea Path Adventures	PO Box 2173 Petaluma, CA 94953	(707) 774-2519		
Sean Madeline Hair Design	1024 Mariposa Street Vallejo, CA 94590	(707) 553-2452	seandogmadwoman@gmail.com	http://www.facebook.com/SeanMadelineHairDesign
Sebastian Threadz	PO Box 1464 Pittsburg, CA 94565	(925) 432-7331	sebastianthreadz@gmail.com	http://www.sebastianthreadz.com
Secession Art & Design	3235 Mission Street San Francisco, CA 94110	(415) 279-3058	eden@secessionsf.com.	http://www.secessionsf.com
Secret Garden Acupunture	430 Murray Street San Francisco, CA 94110	(415) 713-6802	amy4444hope@yahoo.com	http://secretgardenacupuncture.com
See Jane Run	3910 24th Street San Francisco, CA 94114	(415) 401-8338	lori@seejanerun.com	http://www.seejanerun.com
See Saw	1209 Oak St. #4 San Francisco, CA 94117	(415) 305-8841	sabrinarhee@gmail.com	http://seesawsf.com
Seippel Coaching & Consulting		(415) 299-2957		http://www.seippelconsulting.com/
Senior Settlers	369B Third Street #544 San Rafael, CA 94901	(415) 755-3340	moira@senior-settlers.com	http://www.senior-settlers.com
Senses and Scents	7969 Phaeton Drive Oakland, CA 94605	(510) 213-9333	ellentrieu@gmail.com	http://www.sensesandscents.com
Sergio's Auto Repair	620 Grape Avenue #107 Sunnyvale, CA 94087	(408) 733-7900		http://www.yelp.com/biz/sergios-auto-repair-sun...
Service Worker's Acupuncture Project	513 Valencia St San Francisco, CA 94109	(415) 484-9605	hollyacupuncture@yahoo.com	http://www.swapsf.net/
SF Guitarworks	323 Potrero Avenue San Francisco, CA 94103	(415) 865-5424	heather@heathermiller.com	http://www.sfguitarworks.com/
SF Herbalist	975 35th Street Oakland, CA 94608	(415) 690-3573	kara@sfherbalist.com	http://www.sfherbalist.com
SF Herbalist & Herban Elixirs	975 35th St Oakland, CA	415-690-3573	kara@sfherbalist.com	http://www.sfherbalist.com
SFGallery143	143 Fillmore St. San Francisco, CA 94110	(415) 254-4787	jessa@sfgallery143.com	http://www.sfstation.com/sf-gallery-143-b24422311
SFRAW	250 Napoleon Street #G San Francisco, CA 94124	(415) 225-0589	sfraw@sfraw.com	http://www.sfraw.com
Shani Shania & Associates	440 Grand Ave Oakland, CA 94610	(510) 815-6446	sblevins@shanishania.com	http://www.shanishania.com
Sharon Z Fine Jewelry	833 Market Street Suite 527 San Francisco, CA 94103	(415) 894-9466	sharon@sharonzjewelry.com	http://www.sharonzjewelry.com/
Shedrick The Plumber	San Francisco, CA	(415) 573-6555	Shedricktheplumber@yahoo.com	http://www.yelp.com/biz/shedrick-the-plumber-sa...
SheilaMoon Athletic Apparel	5900 Hollis Street #T-2 Emeryville, CA 94608	(510) 517-7906	sheila@sheilamoon.com	http://www.sheilamoon.com
Shi's Gourmet	East Palo Alto, CA	(415) 717-5163	shisuisun@sbcglobal.net	
Shuddle	1115 Third Street San Rafael, CA 94901		support@shuddle.us	http://www.shuddle.us
Sidewalk Runway	1724 Mission Street  San Francisco , CA 94103	(650) 291-0608	thesidewalkrunway@gmail.com	http://www.thesidewalkrunway.com
Signal Camp			fiona.tang@gmail.com	http://www.signalcamp.com
